epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_macro_f1
1,0.43688208125301053,0.8526859019469857,0.8558071511969978,0.3196969169548999,0.9050632911392406,0.9103197881343577
2,0.15692465887177756,0.9608257095941825,0.9628352038257166,0.31591650091686924,0.930379746835443,0.9332250686842339
3,0.057757359080607695,0.9845179451090781,0.985695195193817,0.19994720069970434,0.9620253164556962,0.9644880890735996
